reviewId,region,category,asin,date,rating,title,review_text,initialTime
R16BD4OZY4XSLT,the United States,Mattresses,B0864N2TYK,2021-06-20,5,Great adjustability," i don't normally do reviews, but this is an exception. the bed came odor free a big plus for me. the mattress may be a bit too thick to really enjoy the massage features, so i don't really use them. the adjustable base is awesome and overall the mattress is very comfortable with no motion transfer, which i love. i would totally recommend this product. ",2021-06-27
R17ZIPU3O1AR1P,the United States,Mattresses,B01FIOOMRE,2021-06-01,5,Worth the money.," i was skeptical about a bed in a box, but this far exceeded my expectations. i¡¯ve had numerous shoulder and knee surgeries and this mattress had just the right support and give in the right places.i¡¯ve tried adjustable air, memory foam and all kinds of toppers, none of them matched this mattress. this keeps me cool in the hotter weather, but wasn¡¯t freezing over the winter.i¡¯m 6¡± 250 and the firmness is just right for me. at this price, it was a steal compared to the other brand name mattresses i¡¯ve used over the years. ",2021-06-04
R1GYWVP0JN3WZA,the United States,Beds,B0885TN5J7,2021-06-11,5,Estupenda compre con confianza, super recomendada s?per c?moda mi perro la ama comprar? para mis dem?s perros gracias ,2021-06-15
R1JYLPZJTC6DMA,the United States,Bed Frames,B071CLRK9G,2021-06-09,1,TOO LOUD!," awful, awful, awful. i hate this frame so much. i did plenty of research and this was touted as one of the best for quiet and all it does is squeak and creak with every. single. movement. i have tried going through and tightening everything again and i have tried putting blankets between the slats and the mattress - nothing works!!!! we will be purchasing something else; very disappointed. would not recommend. ",2021-06-15
R1Q5TQ7CJ6VABS,the United States,Bed Frames,B0932WP9LL,2021-06-24,1,Stay away," don¡¯tlisten to these people. terrible product. squeaky, unstable, poorly assembled with bad welds and screw holes that don¡¯t line up. i¡¯ve had other beds designed like this but they were ten times better. don¡¯t buy! ",2021-06-28
R1SL0ADJH6XMNP,the United States,Mattresses,B07GBGLST7,2021-06-05,5,It¡¯s great," i was hesitant about buying a mattress that wasn¡¯t from our pack and play manufacturer (graco), but this is great. it fits perfectly and seems so much more comfortable. it expanded to about 3 inches thick! we love it. ",2021-06-09
R1UXN0UK3155LG,the United States,Mattresses,B074NDRJX4,2021-06-02,5,Great value for the money.," works better than expected. it is pretty firm, and provides plenty of support. very satisfied with the purchase. ",2021-06-05
R20W8WISF1UV30,the United States,Mattresses,B0777K9RGX,2021-07-01,5,Good, a little more firm than i like and it gets hot but overall good purchase ,2021-07-11
R2MWROJ87N8RZH,the United States,Beds,B01JAY01J6,2021-06-30,5,Well worth every penny spent, soft-outstanding quality. he doesn't want to leave it! i've got one happy pup. ,2021-07-04
R3ATMHAB1ZOUTM,the United States,Beds,B00DQQQT6Y,2021-06-02,1,Damage product, not comfortable ,2021-06-04
R3KU62CEUVIJ3H,the United States,Bed Frames,B01AB688F6,2021-06-03,5,Easy to assemble," great mattress frame! super easy to assemble, strong, and sturdy. ",2021-06-05
R4S678UHHS3ZI,the United States,Mattress Toppers,B07XF71JFZ,2021-06-20,5,LOVE IT ??, ?this a super soft and very comfortable and plush and it does keep you cool at night.. i totally recommend ???? i have slept very well since i've had this mattress cover. ,2021-06-28
R6II0QCWDH7BT,the United States,Mattresses,B00478RZU4,2021-07-05,5,Finally replacing mine, i bought this exact mattress in 2013 and am now finally having to replace. i love it and am buying one for me and one for my son. ,2021-07-12
R8K5KMMJRND41,the United States,Bed Frames,B072HTQ7LT,2021-06-23,1,Constantly squeaks and screws come unloose very easily, constantly squeaks only after a few weeks of use with one person on the bed. the screws come unloose less than 24 hrs after you tighten them. too late to return for us but do yourself a favor and do not get this awful bed frame. huge regret. ,2021-06-27
RBZLPEW5EIMFN,the United States,Beds,B07PXN88D7,2021-06-14,5,Beautiful headboard, even better than expected! ,2021-06-16
R14FUKWHII1JBM,the United States,Bed Frames,B08L4YNMWB,2021-06-06,4,This frame has great under the bed storage and is sturdy.," this is a nice metal frame. we added a piece of plywood cut the size of the frame to add support, since the metal slated are approximately eight inches apart. six extra large plastic storage containers fit under the frame. it is easy to attach a headboard to this frame. i would recommend this frame. ",2021-06-08
R1SIO59BPIBURA,the United States,Mattresses,B073VLQ5JR,2021-07-13,2,Too cushiony, this mattress is not firm like most memory foam. very soft and doesn't support my body like i had with other memory foamsl ,2021-07-18
R1Y7LVTM6YE4NK,the United States,Bed Frames,B08RNV49DM,2021-07-15,3,Really squeaky, it was easy to build but after a month of having it it¡¯s really squeaky when i move. ,2021-07-19
R20W5WBC2QIP54,the United States,Mattress Toppers,B076FGKC3H,2021-07-13,1,Too short., much too short. ,2021-07-18
R2EQGQYDY200ND,the United States,Beds,B078SF6WFS,2021-07-09,5,Zinus FHDP-Q Upholstered Horizontal Detailed Platform bed/MattressFoundation," i love this bed so far. do not wake up with aches and pains, yet. ",2021-07-11
R2FH3554A0EUOZ,the United States,Beds,B087W33FXJ,2021-06-14,5,This bed is a tank! Gorgeous bed!,[NULL],2021-06-20
R2FYXKJ26XPLF4,the United States,Sofas & Couches,B094MMBWYN,2021-06-08,5,It¡¯s a big and comfortable coach," it¡¯s a awesome coach, great material and really comfortable the only thing is that the material is a little hard to clean so if you have a dog or cat, do not get it on black color, you will see a lot of hair everywhere. ",2021-06-10
R2JOALBONBNUPU,the United States,Beds,B08ZHZZYJ1,2021-06-03,5,Perfect for my granddaughter, bought this for my granddaughter who is 3. she loves it. she likes walking up the stairs and counting. made me count the steps with her as she walked down. i love that it¡¯s up with an area underneath to play but not too high. would definitely recommend and buy again. ,2021-06-10
R2UHDGV5OHXFC6,the United States,Mattress Toppers,B08F9ZSCJ1,2021-06-16,2,Not the best, this holds heat. i plan on giving it a few more weeks but i have not had a night of sleep where i¡¯ve not woken up by being very hot and uncomfortable. ,2021-06-21
R3LRUAJPLGOKY4,the United States,Bed Frames,B075GW4GXH,2021-06-30,5,"Beautiful, simple, sturdy bed!"," i've had this bed for a month now, and it is just what i was looking for. a simple, rustic, wood tone, that is sturdy and a nice contrast to my white down bedding. my boyfriend put it together in half an hour with his milwaukee impact, i assume it would take twice that time with the tools provided, but everything necessary for assembly was included if you don't have any electric tools. i haven't had any problems with it, it doesn't wobble, no cracks in the wood, and the wood is definitely thick and sturdy enough to last the way your bed should. highly recommend! ",2021-07-04
R3OJ61BEFZAKB1,the United States,Beds,B01M72H3D8,2021-06-19,5,Great Buy!," really good quality, love the color and the style. happy kids! ",2021-06-27
R3OSWQTJETIP80,the United States,Bed Frames,B08P276Q85,2021-06-27,4,Good," ?it¡¯s so good that i want to buy it again, really nice. ",2021-07-04
R3QO4F8UAZM8BG,the United States,Beds,B091TBNX55,2021-06-05,5,This bed is worth the money!, i put together this bed to add space to my bedroom as my son and i shared a bedroom. he sleeps on the stop and weighs about 98 pounds. it holds up very well considering the way he sometimes likes to superman into the bunk. my queens size bed fits underneath the frame well too! ,2021-06-07
R3SBR6AVZTN9L5,the United States,Mattress Toppers,B0812YSTD2,2021-07-08,5,Amazing for the price," we purchased a new mattress a year ago and it was just a little too firm for my liking. as a side sleeper, i always felt pressure on my hips. my husband did not want to buy this because we had a new mattress but i bought it on prime day. he agrees it was an excellent purchase. i would have paid full price for it because it really makes a difference in my quality of sleep. bonus points that it is machine washable. nothing bad to say. ",2021-07-11
R5R3SAX2ZQN40,the United States,Mattresses,B0099X7E2Q,2021-06-30,5,Just wanted to let you know my opinion," bed shopping, i want to upgrade to a fancier lucid but i wanted to make a review on this mattress, i've been sleeping on it for 8 years, i love lucid and i love this bed amazing price ",2021-07-04
RBQTWXIZSWCI6,the United States,Bed Frames,B06XGDC739,2021-06-14,3,Sturdy frame but terrible smell from the headboard," the frame was very easy to assemble with the included stickers. i'm also satisfied with the sturdiness (with a queen size memory foam mattress).however, there is a terrible chemical smell coming from the headboard. presumably the smell is from the foam material. i tried airing it out naturally for a couple days to no avail. only after using febreze extensively was i able to get rid of the smell. ",2021-06-20
REWZH84Z7URUH,the United States,Bed Frames,B074QWVHDJ,2021-07-05,5,Great!," very sturdy, and great space underneath bed. easy to assemble. has sticky strips on some of the metal rails to keep the mattress from sliding. ",2021-07-11
RZ1S2PULZ1HZD,the United States,Bed Frames,B07XD74SNH,2021-07-01,5,Loved it!," very easy to assemble, great value for money, love it! ",2021-07-04
R1QUDQJXOV5LS8,the United States,Bed Frames,B01M1D27YO,2021-06-03,1,Fell apart after a few years of use," initially i was very happy with this frame at this price point, but after 3 years of light use i experienced a total failure using it. i was lying in bed stationary when suddenly all the welds on the legs failed at once nearly collapsing the entire frame. i'm a large person, but not that large at 6'3"" and 220 lbs. that i should be capable of causing a bed built for 2 to collapse. i would not recommend this frame to anyone regardless of size. ",2021-06-06
R1TYFNJ12AGPBJ,the United States,Mattresses,B076ML8JKB,2021-06-04,4,Great quality," super comfortable & lightweight. not as firm as i'd like, but great mattress. ",2021-06-09
R24OR1AT469M3O,the United States,Mattresses,B08KPCB312,2021-06-30,5,no more back pain," been sleeping on this mattress for 3 days and no days with back pain or stiffness. i previously had a high end tempurpedic foam for 6 years and not enough support with daily back pain and stiffness. i was on the search for a firm hybrid mattress and this mattress has exceeded my expectations. it is very, very comfortable and no tossing and turning during sleep. i am ecstatic with this purchase and it arrived very quickly! completely satisfied! ",2021-07-05
R29D12SMM81POL,the United States,Bed Frames,B07GTHMSK7,2021-07-09,5,Easy to assemble and very comfortable!," really great so far! sturdy and comfortable with or without boxspring; very tall with boxspring! quiet, looks good, and assembled very quickly and easily. just high enough for a boost of storage space. very satisfied! ",2021-07-11
R2J86ARYFOKUG2,the United States,Mattress Toppers,B01H2OCWUM,2021-07-16,4,You sink right into this so if that's what you want it's perfect., definitely helped with making new harder mattress more confidante and better sleeping. it is very cushioning so expect that. we had a 2 in. before but that wasn't quite enough. 2.5 inches would be perfect. ,2021-07-18
R2KKFBV90EZ09A,the United States,Mattresses,B012J0GB06,2021-06-07,2,3 months has dips where we lay," we started using this february 1st, 2021. we weigh 130 and 155. we can feel depressions where we lay. rotating the mattress today, so took a picture. i would not recommend this highly praised mattress. ",2021-06-09
R2MGOP156HLTE0,the United States,Beds,B00W4DCTK0,2021-06-04,5,Surpassed my expectations!," i¡¯m a very big fan of this bed frame, but i can also say the bar was on the floor for me! transitioning from a twin sized bunk bed i was concerned by how stable the bed is, as i didn¡¯t feel comfortable even sitting on my old bed. this frame is very stable, looks very nice in a room and convenient to put together and to store as well. highly recommend! ",2021-06-09
R2MH15ESEZ5H61,the United States,Mattress Toppers,B074HZNS6G,2021-06-25,5,Le da un toque a la cama espectacular," cuando lo coloque pens? que no iba a dar el ancho pero quedo s?per bonito, qued? bien justo, parece un edred?ncito por el grosor del protector se siente delicioso, es suave y cuando colocas la s?bana se ve acolchadito. ",2021-06-27
R2MPDC4WF9EHIC,the United States,Beds,B07C2GHNHY,2021-07-01,3,"Short, like sleeping on the floor."," while i love the look of this, after hours of set up and putting the mattress on it i couldn't believe how low to the ground it is!i've ordered 5 inch risers and may have to order a mattress topper as well if the risers don't do the trick.i called the support line listed but it went straight to voice mail.i would return this but after hours of set up and removal of box springs i can't imagine the hassle of tear down and return! ",2021-07-04
R393QAW23M410X,the United States,Mattress Toppers,B01MYN9K5B,2021-06-03,5,Good value for a 2¡± topper, needed something that would provide that little extra cushion on my super firm mattress. this topper was the perfect choice. it arrived as described compressed in a plastic bag. once opened it expanded quickly and within an hour it was at full size. there was no odor as mentioned in previous reviews and i¡¯m 100% pleased and happy with this product. it provides just enough comfort and support while not changing the aspect of my firm solid foam mattress. i would recommend this topper. ,2021-06-05
R3CCC9LUD5U9O9,the United States,Bed Frames,B08T912QYM,2021-07-07,5,Great, very sturdy ,2021-07-11
R3MVZEY5972D68,the United States,Mattresses,B0777K9RGX,2021-06-25,5,Comfortable!!, i thought i wouldn¡¯t like a firm mattress but my husband preferred this and i cannot tell the difference. love it. ,2021-06-27
R7KBUR7MAYJIH,the United States,Sofas & Couches,B08N4YMT51,2021-07-15,5,Great buy!," i am incredibly happy with this purchase. was very nervous about buying a couch online but delivery, and couch itself, exceeded my expectations. great weathered look and smell to it. if you are not a fan of micro scratches, especially if you have an animal, this couch may not be for you. i specifically bought a weathered look because of my active dog, who put marks in it pretty much immediately. comfortable and quite long. ",2021-07-18
RR88TQQ2PBY4L,the United States,Box Springs,B07C9CD339,2021-06-06,5,Definitely recommend!, so happy with my purchase! very sturdy and easy to put together. i would absolutely recommend!! ,2021-06-09
RSY1J6XKX8FMD,the United States,Sofas & Couches,B08LH8LTYT,2021-07-07,1,Don¡¯t buy this. It¡¯s uncomfortable and it came with bed bugs., my came with bed bugs. ,2021-07-11
RY86F1R9OOI6X,the United States,Bed Frames,B01M2D8ALO,2021-06-07,5,great, very sturdy ,2021-06-10
R15I656U0NNXNV,the United States,Mattresses,B07RP9HDX3,2021-06-11,5,Mattress," i had this shipped to my 10 year old nephew and everything was awesome. the mattress arrived and so did the frame on the same day. sleeps very good ""his words"". should the need arise, i would definitely purchase this again. ",2021-06-13
R1X0XHJMKH4TR8,the United States,Mattresses,B00MWTJ9X6,2021-06-30,4,Comfortable, i like the mattress and it took some time to get use too as it sinks in a bit but comes back together in seconds. ,2021-07-04
R1Z5TKDXAD2SHV,the United States,Mattresses,B00H2RS984,2021-07-12,3,Great mattress just smells., it sleeps well and quite comfortable. great size and coolness. only down side is after having it fir a few weeks it still smells horrible. i was hoping after a few days the smell would go away or at least lesson over tine but it¡¯s not. some may laugh at this but it smells like a bag of weed! i hate that smell. my entire room into the hall smells like marijuana. other than that it¡¯s great! ,2021-07-18
R28I9NUWACPEEE,the United States,Mattresses,B012IZUT14,2021-06-15,5,Sleep quality is amazing., sleep quality is terrific. i wake up with no backache. ,2021-06-20
R2JF6V334VH7OC,the United States,Mattresses,B08HJRYKR5,2021-06-17,5,Comfy and great quality for the money.," this mattress is a medium/firm and if that¡¯s what you like, you will not be disappointed. excellent product at a fair price. ",2021-06-20
R2MKYVQXLLLEAJ,the United States,Sofas & Couches,B07VN6Y7D1,2021-07-13,5,We think it¡¯s great," we finished off a storage room in the downstairs for an exercise room/spare bedroom and the chair fits perfectly in there. it¡¯s very solid and it is firm, but fine for a short term guest. we love the light grey too. ",2021-07-19
R2PY0HPY5R2DC3,the United States,Bed Frames,B0716FHHC3,2021-07-05,1,Weak, had to reinforce the edge of the side rails of bed frame. within two weeks bed frame broke. ,2021-07-11
R2R8196VDJQ7P5,the United States,Mattress Toppers,B07WHDVY6B,2021-06-03,5,No more hip pain!, i couldn't believe that it fit in that small box! so far it's great and i hope it stays that way. my hips were hurting at night but this topper changed that. no more hip pain! ,2021-06-09
R2XN9XCTLS3RZ,the United States,Mattress Toppers,B07S95ZVMT,2021-06-02,5,99% satisfied, it is very comfortable and keeps its shape well. i still get a little lower back pain at times but it may not be due to the function of the topper. ,2021-06-04
R30PYCC31ON8ED,Canada,Mattress Toppers,B01N9D4XC9,2021-06-05,4,"Not bad but not amazing, pick 3 inch instead of 4 inch", okay ,2021-06-21
R3397K7LHJASC7,the United States,Sofas & Couches,B08WWRP22N,2021-06-21,2,Breaks easily, broke within 3 days ,2021-06-28
R3AUXA6S28RXQW,the United States,Beds,B08CDBCXFV,2021-07-17,1,Not easy to assemble no instructions," not easy to assemble, chinese crap ",2021-07-19
R924E4P0797X6,the United States,Mattresses,B00Q7EPPDA,2021-07-10,5,I love it, this is sooo perfect i love it ,2021-07-11
RGR8U2VRF4NAB,the United States,Bed Frames,B072HTQ7LT,2021-06-15,5,Great Bed," this is our second metal platform bed. we were so pleased with our king size zinus bed that when it came to upgrading our daughter's bedroom, we went with zinus, again. this time we purchased, the full size. no complaints at all. the metal platform beds are easy to put together and very sturdy. their clean design makes them compatible with any room d?cor. you can use the beds with or without a box spring. great bed, outstanding price. ",2021-06-20
RKTJDCQNNVTRB,the United States,Mattresses,B0876XWSV8,2021-06-02,5,Great mattress so far," i went from sleeping on an air mattress with a mattress topper for 6 years to finally having a real mattress. my neck, shoulders and back feel so much better. the mattress is very firm to me which is perfect. i have had no problems as of yet. ",2021-06-04
RLIZ88J87Q3BC,the United States,Beds,B0837GC721,2021-06-28,5,Time consuming to build., tons of pieces. looks good. ,2021-07-05
RTGUVYZG4X0TC,the United States,Mattresses,B00981VPWE,2021-06-14,5,Comfort, it's so worth buying g ,2021-06-20
RZL2FKAESXDKJ,the United States,Mattresses,B005A4OPPM,2021-06-25,3,Meh, meh ,2021-06-28
R11ETEGXNY4HDP,the United States,Mattresses,B00Q7EPSHI,2021-06-24,5,Super happy with this new mattress!," what did i like -- having a mattress shipped to me! it was 12"" which is what i wanted. it had great reviews, a fair price and was easy to install. i've only had it a month or so -- time will tell as to how long it lasts. right now i'm very optimistic and considering purchasing others to replace old mattresses! ",2021-06-27
R1ZZIRXXEGRLZ4,the United States,Bed Frames,B08LNLK4J8,2021-07-05,4,Guest bed, very sturdy. missing one part when i received it. when i contacted the company they took care of my problem with no question. this bed is great for extra company. ,2021-07-11
R28EAKSWFZTE2I,the United States,Mattresses,B01IU6RN9G,2021-06-01,4,Comfortable and affordable, the only problem is that it retains body heat when its warm out. will be great in the winter. suggest cooling sheets to be bought with this product. this has was a cheaper fix than getting a new mattress. ,2021-06-04
R2MI33WUYFCNAQ,the United States,Beds,B07JC3MXYY,2021-06-20,5,A true memory foam dog bed, i think my dog likes it ,2021-06-28
R2NUARZSLOG3D9,the United States,Beds,B07K9CCTNJ,2021-06-06,5,"Good Quality, Good Value"," my shih tzu loves this bed. he rests his head on the sides. our 3 cats try to steal the bed from him when he¡¯s not looking. the bed is also aesthetically pleasing. it doesn¡¯t look or feel cheaply made. it matches all of our furniture, and just looks like a tiny piece of our other furniture. ",2021-06-09
R2P8RD16HI89DY,the United States,Beds,B01LXM1FE6,2021-07-03,5,Looks nice, wry easy to build. literally 10-15 minutes. sturdy and it looks nice. ,2021-07-11
R2XQ9LR4GCHKPX,the United States,Beds,B01N8SNUCA,2021-06-17,5,Mas espacio a mi recamara, es grandioso.!! me ahorra mucho espacio. aunque puede ser un poco baja la base. ,2021-06-20
R37YLDGUB0F2VM,the United States,Mattresses,B01N0KXNFX,2021-07-11,4,Quality, great ,2021-07-18
R3O3H1IGQXS2FJ,the United States,Mattress Toppers,B082MH6N84,2021-06-07,5,Good purchase, very happy with this ,2021-06-09
R3VW01SBL4YPOX,the United States,Bed Frames,B072HTRVM1,2021-06-25,5,Easy to assemble," easy to assemble the give you all the tool you need (ratchet) not just l shape metal, showes how much they think about costumer they not just to make more money they serve you better. instruction for assemble was perfect lable + side instrucion mind bloweing, end up buing 2 more same thing with them + matress second one took me less than 4 min to assemble and thank you card inside a packegvf was just ashowem. they made me a fan for a life ",2021-06-27
R6P9AIMUEUMIV,the United States,Mattress Toppers,B07993F9S9,2021-07-10,1,Stink and no support," when ours arrived and we unboxed it, it stunk so bad. we had to air it out for about a week and a half. not much support for back. you just sink in as expected. ",2021-07-18
RI3TZ7PLQAF62,the United States,Mattresses,B073VLQ5JR,2021-06-05,5,Really good for price, great for the price. i needed something more firm and this is perfect. has reduced my back pain by a lot ,2021-06-07
RL8LWBSUDQBX6,the United States,Beds,B077XT1NJD,2021-06-20,5,Amazing Buy," medium was the perfect size for my 40 pound doberman!! she absolutely lovesssss it, it¡¯s super comfy!! 10/10 recommend this bed for your pup!! make sure you throw it in the dryer for a few minutes to fluff it up after opening package!! yes ",2021-06-27
RMEBDB4P0CD9R,the United States,Bed Frames,B01M14TAF0,2021-06-18,5,Amazing bed frame!," this was easy to put together, and is very, very sturdy. i bought this because of how high off the ground it is and it provides the perfect amount of storage space underneath. i can put eight large plastic bins under the bed. ",2021-06-20
RPHFWC82Y4IIT,the United States,Bed Frames,B08N59KB2Q,2021-06-06,4,Not much storage space underneath," assembly went ok.i just wished it had more storage underneath.this purchase was for off campus apartment, queen size bed. the sneaker is size 11. seems to have about 9+¡° to store underneath. ",2021-06-08
RRHACOYFEWXG5,the United States,Mattresses,B083GJJPV6,2021-06-20,2,"Not comfy, too much back pain"," it may just be me, but i don't feel the memory foam aspect of this bed. its just like i'm sleeping on a brick. i was surprised because after i inflated it, the mattress top was really soft and cool, and when i pressed down, it confprmed to my hand, so i was really excited to try it. but, i've never had back pain from my serra or sealy mattresses, and this one i did right away.i will say the cooling gel probably did work be because i've never overheated ",2021-06-27
R164DUEAATLSMU,the United States,Mattresses,B01N0KXNFX,2021-07-10,5,Great, for my son to sleep on. ,2021-07-18
R1HLMT2SOR9466,the United States,Bed Frames,B071CLZ9LV,2021-07-15,5,Great buy, i bought this for my 17 year old son. he loves it! i had purchased a purple mattress and it fits and works great with this frame. it¡¯s perfect if you don¡¯t have the room for those bulky beds. fits great up against the wall and plenty of room to store things underneath. ,2021-07-18
R2J09R8P7X5IKF,the United States,Beds,B077P6RSZ3,2021-06-28,1,CHEAP AND STRUCTURALLY AWFUL," this bed frame and headboard ""look"" nice...but what's hiding underneath is absolutely horrible....""particle board""...the cheapest most structurally unstable material that could have been used. this bed didn't even last a couple of months...there is some actual wood framing in the headboard and footboard, however the side rails of the bed are total trash. they come in two smaller pieces (likely to keep shipping size down) but the ""wood"" underneath the upholstery for the side rails is trash...because it is particle board. the side rails ""hook in"" to the bolts on the head and footboard for support, however the metal bracket that is affixed to the side rails to do so is screwed in to particle board...meaning the entire weight bearing portion of the frame along the edges of the bed is held in by four 1/2inch screws into..particle board. with the weight of a king size mattress along with any normal sized humans...this will not last and is just cheap construction with cheap materials. additionally, since the side rails are not one solid piece of wood, you have to attach a wood foot in the middle of the bed rail on the back side to hold them together. again this makes it structurally poor, but also the foot is black and located just under the edge of the bed. my wife and i proceeded to stub our toe or hit our foot just about every time we walked up to the bed to lay down. both of these ""legs"" cracked in the middle within days of assembling the bed as again, this is not a well constructed material/engineering. i just spent the morning pulling the whole bed apart since it broke again where the particle board gave way and re-upholdtering the side rails with actual wood that is structurally sound. while the price is decent - you 100% get what you pay for...a cheap bed with awful selection of actual materials used hiding underneath a decent looking upholstered headboard and footboard. would not recommend this product due to the cheap materials used. you will either waste the day like i did or the 3 evenings i spent trying to ""fix"" the issues...or just get pissed enough to throw it out and go buy a real wood frame. luckily my wife is the voice of reason and hopefully this replacement of particle board with actual wood will be the fix...othwise to the curb it goes. ",2021-07-04
R34DFHIWPTMM64,the United States,Bed Frames,B01M14TAF0,2021-07-14,2,That squeak though!," first glance i thought this would be a great sturdy frame. then the second night i noticed it squeaking so much! i've tried tightening, i've tried adjusting. it still squeaks at every movement. maybe it's a weight issue? i'm not huge but i'm 185 pounds and this frame supports me well enough it's just so noisy it wakes the baby! ",2021-07-18
R36RRFHTJUAW1N,the United States,Bed Frames,B081J5VNV6,2021-06-04,5,Sturdy and Looks Great, very sturdy and east to assemble. i assembled this by myself in about an hour. it looks great as well! ,2021-06-06
R38Q8KQ11VMS8O,the United States,Beds,B08Z7BJFQJ,2021-06-16,5,So much better than expected, sturdy -- doesn't make a peep.pretty -- great headboard and floorboard.responsive customer service. ,2021-06-21
R38TGQRIU9HI8C,the United States,Beds,B08PBJL34B,2021-06-21,5,Great beds, got two of these for my baby boys who are husky german shepards and they love them.the best part is i can put them outside in the cage and use a wet washcloth to clean the bottom before putting it back insideno longer need to worry about a little rain getting the bed soaked from beneath eitherlove these beds ,2021-06-29
R39WP0P52NPQ8V,the United States,Bed Frames,B08B4LK9NR,2021-06-10,5,Durability, good quality product and very affordable price ?????? ,2021-06-13
R3JZFCREWGIF91,the United States,Beds,B004LQ1R4C,2021-07-13,4,Por ahora esta muy buena ni esta muy alto, solo que se doblo un parte y de uno dela pieza de la cama pero todo se puede arreglar no eramos grave ,2021-07-18
R3NQGQOLS6NXFO,the United States,Mattresses,B0864LTDR1,2021-06-24,2,Too soft for 300 lb guy, too soft for 300 lb guy mushy sink all the way down to the backside. ,2021-06-27
R3OMNH16PUBAAV,the United States,Beds,B074TXY7YP,2021-06-27,5,This is the one!," this bed frame/board is great and easy to assemble. i am a 130lb woman and it took me 1 hour from start to finish with no help. the instructions are very easy to follow! i ordered a bed frame elsewhere before this one and the quality was terrible so i was weary to buy another online especially through amazon. the delivery man was extremely careful and kind and there were zero damages to my package, unlike the one i bought from somewhere else.i am extremely picking and this bed frame is so great! reviews i read were very mixed but the packaging, quality, sturdiness, and look is perfect!if anything changes i will update my review. ",2021-07-04
R3OO7QB2HOQ98S,the United States,Mattresses,B01BW7H5G6,2021-06-28,5,Finally got to test out," we are remodeling a camper and ended up needing to replace the old mattress. this one fits perfect, and is so comfy! ",2021-07-04
R6GCCI900P210,the United States,Mattresses,B0748L54NN,2021-06-03,5,Highly Reccomend. Would Purchase Again.," this mattress is wonderful. my son started sleeping on this when he was a few weeks old and is seven months old now.i was worried when i saw the reviews that the side that is safe for newborns is too soft. definitely not the case, we tested it out with our cat before my son was born.i have been so pleased with eveything about this mattress so far. i would definitely purchase this again if we have another baby. ",2021-06-04
RAOYMRVD3RU2P,the United States,Mattresses,B07HNVKMD2,2021-07-05,5,"Great value, excellent product!"," no bed bugs were included with my purchase as other reviews have claimed.i bought the king for my son, he seems to like it! it is very soft to the touch and pillowy to sleep on.for the price, you can't beat this bed. ",2021-07-11
RW3AGBQSDH808,the United States,Mattresses,B015II3ZYG,2021-07-04,1,DONT BUY!!, horrible mattress. wish i spent the extra money for a thicker or better quality mattress. i imagine this is what a prison bed feels like. do not recommend. ,2021-07-11
RZX7FYQU2W52Y,the United States,Box Springs,B00NPVCPRM,2021-06-18,5,Packaging Great, not too easy to assemble by yourself. super heavy box. but holds its value well. ,2021-06-20
R102XLGJF1LB42,the United States,Sofas & Couches,B095SKX3VJ,2021-06-25,5,Beautiful Sofa Sleeper for small spaces," i really like the functionality of this convertible sofa. i can put one side back in recline position and lay on it length-wise to read with extra space for arms and shoulders. the arms adjust for a comfortable headrest - i use a pillow on top to prop my head up.the foam cushions feel firm. that's comfortable to me. for guests sleeping over, we bought a memory foam topper to soften.it's lower to the ground than i expected, however it meets my needs. the legs are rounded points, so i'm probably going to buy carpet protectors.easy to put together. i love the dark gray/charcoal color. a little darker in person than my picture attached.no issues from shipping. well packaged. ",2021-06-28
R12B80909Q54K2,the United States,Mattresses,B074NDQ143,2021-06-05,1,Sinks in middle, sinks in the middle of the bed ,2021-06-07
R1PN1XLS5JQFM3,the United States,Bed Frames,B07NS18YPZ,2021-06-29,4,Well made and packaged," the set arrived in a factory box. each part separately packaged in plastic overall looks very good.the kit will allow to construct a custom bed with the cabinet. it is possible to have variations in the design to fit the bed in the available space. this is one of the reasons for me to buy the horizontal configuration instead of more common vertical kind. this kit is economically priced in comparison to some other options.if the seller already has a sample bed, as it appears on this item's listing, it would help to include few installation dimensions. for example: how high the hinge must be mounted in order to match the height of the legs supplied with the kit.pictures on this item will help to construct the bed, however this will be a project for a few months for me in part because of missing dimensions. ",2021-07-05
R1QRFZU5KGLFO2,the United States,Beds,B07NPJJZFY,2021-06-20,5,Great frame, great frame! easy to install ,2021-06-27
R1V2X5RHW1UK83,the United States,Beds,B076HN7HY7,2021-06-12,5,Sexy bed," sturdy bed, love the slates are flexible fits the memory mattress! perfect with out a box spring! ",2021-06-16
R294M906PNGJL1,the United States,Mattress Toppers,B01MQRLLV1,2021-06-23,5,Impressive how comfortable the 4¡± of thick memory foam.," it¡¯s great in every way. folds up and fits in carry-on suitcase when not in use. cool, soft, extremely comfortable. ",2021-06-27
R2BAGYD97LFBM0,the United States,Bed Frames,B07RHQ9QQR,2021-06-09,4,Great buy, ended up spray painting my bed a teal color because i didn¡¯t think it would be so blue ,2021-06-13
R2IEJW8OT4MTEX,the United States,Sofas & Couches,B08NB5XHV7,2021-07-09,4,It¡¯s ok.," it¡¯s an ok couch i guess. not super comfortable, and the cushions lose their stiffness after awhile, so it feels like your sitting in the couch. (if that makes sense.) it is great for a small area i suppose, we have a large living, but it¡¯s awkward, so this was perfect. ",2021-07-18
